src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,
192.168.35.235,239.255.255.250,49345,1900,17,2021-04-17 21:53,299298,1115.944644,6.682303256,6.682303256,0,2,0,334,0,167,167,167,0,0,0,0,0,167,167,167,0,0,16,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,2,0,334,0,
192.168.35.79,34.107.221.82,47902,80,6,2021-04-17 21:53,85297146,16.24907825,0.246198155,0.128960939,0.117237217,11,10,726,660,66,66,66,0,66,66,66,0,66,66,66,0,0,220,200,20,0,4264857.3,10230715,58,4912955.202,85297146,10242295,10111,8529714.6,3502103.082,85269458,10267164,3366673,9474384.222,2159453.06,0,0,0,0,1,0,0,0,0,0,0,0.909090909,66,501,269,10221008,10162492,10198016.88,20298.32698,10220878,27630,8494075.5,3483466.238,0,0,0,0,0,0,66,66,0,11,10,726,660,
192.168.35.79,34.107.221.82,47900,80,6,2021-04-17 21:53,84296976,16.44187094,0.249119257,0.130491039,0.118628217,11,10,726,660,66,66,66,0,66,66,66,0,66,66,66,0,0,220,200,20,0,4214848.8,10231402,136,4927325.878,84296976,10242213,10717,8429697.6,3658880.658,84269483,10267174,2366698,9363275.889,2473708.462,0,0,0,0,1,0,0,0,0,0,0,0.909090909,66,501,265,10222021,10163041,10198785.13,20395.84711,10222231,27357,8394639.8,3640994.384,0,0,0,0,0,0,66,66,0,11,10,726,660,
192.168.35.235,239.255.255.250,51673,1900,17,2021-04-17 21:53,602936,830.9339631,4.975652474,4.975652474,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,301468,304810,298126,3342,602936,304810,298126,301468,3342,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,298126,6684,152405,145721,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.123,172.217.161.67,50055,443,6,2021-04-17 21:53,0,0,0,0,0,1,0,5203,0,5203,5203,5203,0,0,0,0,0,5203,5203,5203,0,0,20,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5203,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5203,0,0,1,0,5203,0,
192.168.35.235,239.255.255.250,57856,1900,17,2021-04-17 21:53,609412,822.1039297,4.922778022,4.922778022,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,304706,312436,296976,7730,609412,312436,296976,304706,7730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,296976,15460,156218,140758,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.235,239.255.255.250,49898,1900,17,2021-04-17 21:53,307565,1085.949312,6.502690488,6.502690488,0,2,0,334,0,167,167,167,0,0,0,0,0,167,167,167,0,0,16,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,2,0,334,0,
192.168.35.41,239.255.255.250,63135,1900,17,2021-04-17 21:53,5841920,141.905401,0.855882997,0.855882997,0,5,0,829,0,167,165,165.8,0.979795897,0,0,0,0,167,165,165.8,0.979795897,0.96,40,0,8,5,1460480,3065671,4,1464056.001,5841920,3065671,4,1460480,1464056.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.8,0,0,0,0,0,0,2776236,289431,1532833.5,1243402.5,0,0,0,0,0,0,165.8,0,0,5,0,829,0,
192.168.35.235,239.255.255.250,36169,1900,17,2021-04-17 21:54,608514,548.8780866,3.286695129,3.286695129,0,2,0,334,0,167,167,167,0,0,0,0,0,167,167,167,0,0,16,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,2,0,334,0,
192.168.35.79,224.0.0.251,5353,5353,17,2021-04-17 21:54,750103,329.2881111,2.666300495,2.666300495,0,2,0,247,0,160,87,123.5,36.5,0,0,0,0,160,87,123.5,36.5,1332.25,16,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,123.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.5,0,0,2,0,247,0,
192.168.35.235,239.255.255.250,48353,1900,17,2021-04-17 21:54,611166,546.4963692,3.272433349,3.272433349,0,2,0,334,0,167,167,167,0,0,0,0,0,167,167,167,0,0,16,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,2,0,334,0,
192.168.35.41,239.255.255.250,1900,1900,17,2021-04-17 21:54,7377274,709.8828104,1.355514246,1.355514246,0,10,0,5237,0,557,477,523.7,30.04679683,0,0,0,0,557,477,523.7,30.04679683,902.81,80,0,8,10,819697.1111,2154522,15,598760.3424,7377274,2154522,15,819697.1111,598760.3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.7,0,0,1230669,5167,618663,500310.2058,1538463,7118,668418.5,543609.9943,1941.5,4,0,0,1406.304212,0,523.7,0,0,10,0,5237,0,
192.168.35.41,239.255.255.250,62235,1900,17,2021-04-17 21:54,2148296,301.6344116,1.396455609,1.396455609,0,3,0,648,0,216,216,216,0,0,0,0,0,216,216,216,0,0,24,0,8,3,1074148,1221797,926499,147649,2148296,1221797,926499,1074148,147649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,926499,295298,610898.5,315600.5,0,0,0,0,0,0,216,0,0,3,0,648,0,
192.168.35.235,239.255.255.250,57116,1900,17,2021-04-17 21:54,618833,809.5883704,4.847834553,4.847834553,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,309416.5,312013,306820,2596.5,618833,312013,306820,309416.5,2596.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,306820,5193,156006.5,150813.5,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.123,192.168.35.79,50159,80,6,2021-04-17 21:54,6068095,786.408255,1.977556383,1.153574557,0.823981826,7,5,965,3807,599,60,137.8571429,188.2721651,3579,54,761.4,1408.807666,3579,54,397.6666667,970.64569,942153.0556,140,100,20,6,551645,4896912,31,1410672.383,6068064,4897276,352,1011344,1784379.678,6068047,4938168,3261,1517011.75,2027133.285,0,0,0,0,1,0,0,0,0,0,0,0.714285714,397.6666667,64240,501,4896548,440,2448494,2448054,4856096,40376,2005599.333,2063261.405,0,0,0,0,0,0,137.8571429,761.4,0,7,5,965,3807,
192.168.35.123,192.168.35.79,50158,80,6,2021-04-17 21:54,44999330,10.00014889,0.155557872,0.088890212,0.066667659,4,3,252,198,66,60,63,3,66,66,66,0,66,60,64.28571429,2.710523709,7.346938776,80,60,20,2,7499888.333,31458964,40,11800419.68,44999290,31459193,416,14999763.33,12884423.23,44999284,31459334,13539950,22499642,8959692,0,0,0,0,1,0,0,0,0,0,0,0.75,64.28571429,64240,502,31458735,370,15729552.5,15729182.5,31458594,13539452,22499023,8959571,0,0,0,0,0,0,63,66,0,4,3,252,198,
192.168.35.123,192.168.35.79,50161,8080,6,2021-04-17 21:54,3004077,352.853805,3.328809481,1.664404741,1.664404741,5,5,777,283,531,60,155.4,187.8143764,66,54,56.6,4.715930449,531,54,106,141.7342584,20088.6,100,100,20,4,333786.3333,2997143,40,941640.2009,3004027,2997688,401,751006.75,1297123.625,3004022,2997143,236,751005.5,1296809.911,0,0,0,0,1,0,0,0,0,0,0,1,106,64240,501,5400,346,2873,2527,2997103,5094,1501098.5,1496004.5,0,0,0,0,0,0,155.4,56.6,0,5,5,777,283,
192.168.35.123,192.168.35.79,50162,8080,6,2021-04-17 21:54,5007247,207.8986717,1.997105395,0.998552698,0.998552698,5,5,758,283,512,60,151.6,180.2149827,66,54,56.6,4.715930449,512,54,104.1,136.0370905,18506.09,100,100,20,4,556360.7778,3004794,24,1067020.391,5007195,3004794,248,1251798.75,1300683.804,5007216,3005035,258,1251804,1300579.126,0,0,0,0,1,0,0,0,0,0,0,1,104.1,64240,501,3004770,217,1502493.5,1502276.5,3004577,2000936,2502756.5,501820.5,0,0,0,0,0,0,151.6,56.6,0,5,5,758,283,
192.168.35.235,239.255.255.250,38687,1900,17,2021-04-17 21:54,616866,812.169904,4.863292838,4.863292838,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,308433,309601,307265,1168,616866,309601,307265,308433,1168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.123,192.168.35.79,50163,8080,6,2021-04-17 21:54,3003260,355.2805951,3.329715043,1.664857521,1.664857521,5,5,784,283,538,60,156.8,190.6141653,66,54,56.6,4.715930449,538,54,106.7,143.8332715,20688.01,100,100,20,4,333695.5556,2991669,39,939740.1406,3003208,2992410,357,750802,1294198.376,3003211,2991669,340,750802.75,1293771.023,0,0,0,0,1,0,0,0,0,0,0,1,106.7,64240,501,9658,695,5176.5,4481.5,2991630,9002,1500316,1491314,0,0,0,0,0,0,156.8,56.6,0,5,5,784,283,
192.168.35.123,192.168.35.79,50164,8080,6,2021-04-17 21:54,10032687,106.352366,0.99674195,0.498370975,0.498370975,5,5,784,283,538,60,156.8,190.6141653,66,54,56.6,4.715930449,538,54,106.7,143.8332715,20688.01,100,100,20,4,1114743,8029841,27,2523214.023,10032639,8029841,372,2508159.75,3290988.345,10032660,8030314,370,2508165,3291176.784,0,0,0,0,1,0,0,0,0,0,0,1,106.7,64240,501,8029713,345,4015029,4014684,8029496,2001122,5015309,3014187,0,0,0,0,0,0,156.8,56.6,0,5,5,784,283,
192.168.35.1,239.255.255.250,41820,1900,17,2021-04-17 21:54,29,85379310.34,241379.3103,241379.3103,0,7,0,2476,0,383,303,353.7142857,29.82192044,0,0,0,0,383,303,353.7142857,29.82192044,889.3469388,56,0,8,7,4.833333333,20,1,6.792561291,29,20,1,4.833333333,6.792561291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,353.7142857,0,0,0,0,0,0,0,0,0,0,2182,7,0,0,75241379.31,0,353.7142857,0,0,7,0,2476,0,
192.168.35.235,239.255.255.250,42522,1900,17,2021-04-17 21:54,299635,1672.034308,10.01218149,10.01218149,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,149817.5,299607,28,149789.5,299635,299607,28,149817.5,149789.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.123,192.168.35.79,50165,8080,6,2021-04-17 21:54,262,732824.4275,11450.38168,7633.587786,3816.793893,2,1,126,66,66,60,63,3,66,66,66,0,66,60,64,2.828427125,8,40,20,20,1,131,202,60,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,64,64240,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,66,0,2,1,126,66,
192.168.35.235,239.255.255.250,46154,1900,17,2021-04-17 21:54,616840,812.2041372,4.863497828,4.863497828,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,308420,316881,299959,8461,616840,316881,299959,308420,8461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.235,239.255.255.250,39281,1900,17,2021-04-17 21:55,305103,1094.712277,6.555163338,6.555163338,0,2,0,334,0,167,167,167,0,0,0,0,0,167,167,167,0,0,16,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,2,0,334,0,
192.168.35.123,239.255.255.250,63387,1900,17,2021-04-17 21:55,3003549,287.6596986,1.331757864,1.331757864,0,4,0,864,0,216,216,216,0,0,0,0,0,216,216,216,0,0,32,0,8,4,1001183,1001863,1000625,512.7208467,3003549,1001863,1000625,1001183,512.7208467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,4,0,864,0,
192.168.35.235,239.255.255.250,54923,1900,17,2021-04-17 21:55,609288,822.2712412,4.923779887,4.923779887,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,304644,306476,302812,1832,609288,306476,302812,304644,1832,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.123,192.168.35.255,137,137,17,2021-04-17 21:55,1503769,183.5388281,1.994987262,1.994987262,0,3,0,276,0,92,92,92,0,0,0,0,0,92,92,92,0,0,24,0,8,3,751884.5,752071,751698,186.5,1503769,752071,751698,751884.5,186.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,3,0,276,0,
192.168.35.123,224.0.0.251,5353,5353,17,2021-04-17 21:55,1005652,278.4263344,3.977519062,3.977519062,0,4,0,280,0,70,70,70,0,0,0,0,0,70,70,70,0,0,32,0,8,4,335217.3333,999381,2306,469635.1209,1005652,999381,2306,335217.3333,469635.1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,112,4,0,0,111.3705337,0,70,0,0,4,0,280,0,
192.168.35.123,224.0.0.252,60755,5355,17,2021-04-17 21:55,410943,311.4787209,4.866855014,4.866855014,0,2,0,128,0,64,64,64,0,0,0,0,0,64,64,64,0,0,16,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,2,0,128,0,
192.168.35.235,239.255.255.250,56998,1900,17,2021-04-17 21:55,614481,815.3221987,4.882168855,4.882168855,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,307240.5,315826,298655,8585.5,614481,315826,298655,307240.5,8585.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.123,40.64.66.113,50169,443,6,2021-04-17 21:55,9,276777777.8,222222.2222,222222.2222,0,2,0,2491,0,1514,977,1245.5,268.5,0,0,0,0,1514,977,1245.5,268.5,72092.25,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1245.5,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.5,0,0,2,0,2491,0,
192.168.35.123,192.168.35.79,50165,8080,6,2021-04-17 21:55,135001493,3.244408564,0.051851278,0.029629302,0.022221976,4,3,240,198,60,60,60,0,66,66,66,0,66,60,62.57142857,2.969229956,8.816326531,80,60,20,4,22500248.83,45001983,33,22500209.86,135001493,45002025,44998424,45000497.67,1520.013231,89999477,45001044,44998433,44999738.5,1305.5,0,0,0,0,1,0,0,0,0,0,0,0.75,62.57142857,2053,502,45000960,33,29999780.67,21213025.04,45001941,44998358,45000419.67,1511.829429,0,0,0,0,0,0,60,66,0,4,3,240,198,
192.168.35.235,239.255.255.250,39989,1900,17,2021-04-17 21:55,620613,538.177576,3.222620216,3.222620216,0,2,0,334,0,167,167,167,0,0,0,0,0,167,167,167,0,0,16,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,2,0,334,0,
192.168.35.209,192.168.35.79,54325,8080,6,2021-04-17 21:55,6350384,198.2557275,2.0471203,1.102295546,0.944824754,7,6,854,405,446,66,122,132.3372316,74,66,67.5,2.929732639,446,66,96.84615385,100.8577415,10172.28402,140,120,20,1,529198.6667,4269537,19,1254154.407,6350356,4269537,19,1058392.667,1623493.573,6350337,4274420,294,1270067.4,1685933.94,0,0,0,0,1,0,0,0,0,0,0,0.857142857,96.84615385,65535,507,4269511,4857,2091640.333,1742228.671,4264680,23467,1578877.75,1747899.855,0,0,0,0,0,0,122,67.5,0,7,6,854,405,
192.168.35.209,192.168.35.79,54326,8080,6,2021-04-17 21:55,4280772,354.608935,3.971246308,2.102424516,1.868821792,9,8,980,538,446,60,108.8888889,119.2685527,74,66,67.25,2.586020108,446,60,89.29411765,89.25229587,7965.972318,180,160,20,2,267548.25,3998741,6,965103.2274,4280772,4263666,6,535096.5,1409268.382,4276670,3998741,516,610952.8571,1385397.97,0,0,0,0,1,0,0,0,0,0,0,0.888888889,89.29411765,65535,507,3998225,81,1334666.333,1883421.789,3998704,5649,1060977.25,1698182.265,0,0,0,0,0,0,108.8888889,67.25,0,9,8,980,538,
192.168.35.235,239.255.255.250,60900,1900,17,2021-04-17 21:55,306118,1091.082524,6.533428286,6.533428286,0,2,0,334,0,167,167,167,0,0,0,0,0,167,167,167,0,0,16,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,2,0,334,0,
192.168.35.209,192.168.35.79,54327,8080,6,2021-04-17 21:55,3261750,380.4706063,3.985590557,2.146087223,1.839503334,7,6,836,405,446,60,119.4285714,133.453959,74,66,67.5,2.929732639,446,60,95.46153846,101.3118684,10264.09467,140,120,20,4,271812.5,2547543,8,696821.2407,3261750,2547580,8,543625,932425.4225,3035295,2588580,353,607059,1002852.221,0,0,0,0,1,0,0,0,0,0,0,0.857142857,95.46153846,65535,507,2506506,53,731064.75,1038523.812,2547506,6176,630102.2,967739.9855,0,0,0,0,0,0,119.4285714,67.5,0,7,6,836,405,
192.168.35.235,239.255.255.250,36330,1900,17,2021-04-17 21:55,596060,840.5194108,5.033050364,5.033050364,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,298030,301957,294103,3927,596060,301957,294103,298030,3927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,294103,7854,150978.5,143124.5,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.123,192.168.35.79,50158,80,6,2021-04-17 21:55,90001132,4.199947174,0.066665828,0.033332914,0.033332914,3,3,180,198,60,60,60,0,66,66,66,0,66,60,63,3,9,60,60,20,3,18000226.4,45001962,31,22045640.08,90001093,45001993,44999100,45000546.5,1446.5,90001101,45002002,44999099,45000550.5,1451.5,0,0,0,0,1,0,0,0,0,0,0,1,63,513,502,45001922,31,22500976.5,22500945.5,45001931,44999020,45000475.5,1455.5,0,0,0,0,0,0,60,66,0,3,3,180,198,
192.168.35.235,239.255.255.250,42592,1900,17,2021-04-17 21:56,627351,798.5960013,4.782011984,4.782011984,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,313675.5,320490,306861,6814.5,627351,320490,306861,313675.5,6814.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,306861,13629,160245,146616,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.123,52.114.159.32,50170,443,6,2021-04-17 21:56,14,466285714.3,142857.1429,142857.1429,0,2,0,6528,0,5014,1514,3264,1750,0,0,0,0,5014,1514,3264,1750,3062500,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3264,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,0,2,0,6528,0,
192.168.35.79,210.220.163.82,50402,53,17,2021-04-17 21:56,884327,1418.027494,13.56964109,6.784820547,6.784820547,6,6,466,788,79,76,77.66666667,1.247219129,184,104,131.3333333,28.29998037,184,76,104.5,33.4850713,1121.25,48,48,8,6,80393.36364,587064,27,171749.5191,5428,3070,171,1085.6,1121.11598,868486,587064,27,173697.2,221177.1681,0,0,0,0,1,0,0,0,0,0,0,1,104.5,0,0,214586,214,92716.66667,89946.79698,585348,10199,216196.5,226579.266,214,6,536,6,39425.20265,617.1659647,77.66666667,131.3333333,0,6,6,466,788,
192.168.35.79,219.250.36.130,50402,53,17,2021-04-17 21:56,79024,2872.54505,25.30876696,12.65438348,12.65438348,1,1,79,148,79,79,79,0,148,148,148,0,148,79,113.5,34.5,1190.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,113.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,148,0,1,1,79,148,
192.168.35.79,224.0.0.251,5353,5353,17,2021-04-17 21:56,756460,326.5209,2.643893927,2.643893927,0,2,0,247,0,160,87,123.5,36.5,0,0,0,0,160,87,123.5,36.5,1332.25,16,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,123.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.5,0,0,2,0,247,0,
192.168.35.235,239.255.255.250,35920,1900,17,2021-04-17 21:56,620900,806.8932195,4.831695925,4.831695925,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,310450,315951,304949,5501,620900,315951,304949,310450,5501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.41,224.0.0.252,61339,5355,17,2021-04-17 21:56,0,0,0,0,0,1,0,67,0,67,67,67,0,0,0,0,0,67,67,67,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,1,0,67,0,
192.168.35.41,239.255.255.250,63135,1900,17,2021-04-17 21:56,15048242,69.77559239,0.398717671,0.398717671,0,6,0,1050,0,175,175,175,0,0,0,0,0,175,175,175,0,0,48,0,8,6,3009648.4,3077323,2764244,122769.6999,15048242,3077323,2764244,3009648.4,122769.6999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,2764244,6935,771139.5,1157178.137,0,0,0,0,0,0,175,0,0,6,0,1050,0,
192.168.35.123,40.126.35.86,50171,443,6,2021-04-17 21:56,0,0,0,0,0,1,0,4874,0,4874,4874,4874,0,0,0,0,0,4874,4874,4874,0,0,20,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4874,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4874,0,0,1,0,4874,0,
192.168.35.41,239.255.255.250,57590,1900,17,2021-04-17 21:56,3067824,281.6328446,1.303855762,1.303855762,0,4,0,864,0,216,216,216,0,0,0,0,0,216,216,216,0,0,32,0,8,4,1022608,1221778,918794,140876.7809,3067824,1221778,918794,1022608,140876.7809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,4,0,864,0,
192.168.35.235,239.255.255.250,37637,1900,17,2021-04-17 21:56,619637,808.537902,4.841544324,4.841544324,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,309818.5,313603,306034,3784.5,619637,313603,306034,309818.5,3784.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,306034,7569,156801.5,149232.5,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.235,239.255.255.250,43549,1900,17,2021-04-17 21:56,612313,818.2089879,4.899455017,4.899455017,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,306156.5,307435,304878,1278.5,612313,307435,304878,306156.5,1278.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.235,239.255.255.250,55018,1900,17,2021-04-17 21:56,613744,816.3012592,4.888031492,4.888031492,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,306872,308783,304961,1911,613744,308783,304961,306872,1911,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,3,0,501,0,
192.168.35.235,239.255.255.250,42925,1900,17,2021-04-17 21:56,0,0,0,0,0,1,0,167,0,167,167,167,0,0,0,0,0,167,167,167,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,1,0,167,0,
34.217.188.66,192.168.35.79,443,51810,6,2021-04-17 21:56,214017,1541.933585,18.69010406,9.345052029,9.345052029,2,2,163,167,97,66,81.5,15.5,101,66,83.5,17.5,101,66,82.5,16.56049516,274.25,40,40,20,1,71339,213520,59,100537.2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,82.5,118,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.5,83.5,0,2,2,163,167,
192.168.35.235,239.255.255.250,50446,1900,17,2021-04-17 21:57,897787,558.0388221,3.341549833,3.341549833,0,3,0,501,0,167,167,167,0,0,0,0,0,167,167,167,0,0,24,0,8,3,448893.5,591996,305791,143102.5,897787,591996,305791,448893.5,143102.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,3,0,501,0,
